x	LabelValueMeaning	Referentiel	url	TypeConceptualDomain	FormatConceptualDomain	IdDataElementConcept	ConceptualDomain	ObjectClass	ObjectProperty	DataElementConcept
ICD3:C69.5	Lacrimal gland	ICD3		Enumerated	String		ICD3:topography			
ICD3:C69.6	Orbit, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C69.8	Overlapping lesion of eye and adnexa	ICD3		Enumerated	String		ICD3:topography			
ICD3:C69.9	Eye, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C70	MENINGES	ICD3		Enumerated	String		ICD3:topography			
ICD3:C70.0	Cerebral meninges	ICD3		Enumerated	String		ICD3:topography			
ICD3:C70.1	Spinal meninges	ICD3		Enumerated	String		ICD3:topography			
ICD3:C70.9	Meninges, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71	BRAIN	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71.0	Cerebrum	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71.1	Frontal lobe	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71.2	Temporal lobe	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71.3	Parietal lobe	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71.4	Occipital lobe	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71.5	Ventricle, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71.6	Cerebellum, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71.7	Brain stem	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71.8	Overlapping lesion of brain	ICD3		Enumerated	String		ICD3:topography			
ICD3:C71.9	Brain, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C72	SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM	ICD3		Enumerated	String		ICD3:topography			
ICD3:C72.0	Spinal cord	ICD3		Enumerated	String		ICD3:topography			
ICD3:C72.1	Cauda equina	ICD3		Enumerated	String		ICD3:topography			
ICD3:C72.2	Olfactory nerve	ICD3		Enumerated	String		ICD3:topography			
ICD3:C72.3	Optic nerve	ICD3		Enumerated	String		ICD3:topography			
ICD3:C72.4	Acoustic nerve	ICD3		Enumerated	String		ICD3:topography			
ICD3:C72.5	Cranial nerve, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C72.8	Overlapping lesion of brain and central nervous system	ICD3		Enumerated	String		ICD3:topography			
ICD3:C72.9	Nervous system, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C73	THYROID GLAND	ICD3		Enumerated	String		ICD3:topography			
ICD3:C73.9	Thyroid gland	ICD3		Enumerated	String		ICD3:topography			
ICD3:C74	ADRENAL GLAND	ICD3		Enumerated	String		ICD3:topography			
ICD3:C74.0	Cortex of adrenal gland	ICD3		Enumerated	String		ICD3:topography			
ICD3:C74.1	Medulla of adrenal gland	ICD3		Enumerated	String		ICD3:topography			
ICD3:C74.9	Adrenal gland, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C75	OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES	ICD3		Enumerated	String		ICD3:topography			
ICD3:C75.0	Parathyroid gland	ICD3		Enumerated	String		ICD3:topography			
ICD3:C75.1	Pituitary gland	ICD3		Enumerated	String		ICD3:topography			
ICD3:C75.2	Craniopharyngeal duct	ICD3		Enumerated	String		ICD3:topography			
ICD3:C75.3	Pineal gland	ICD3		Enumerated	String		ICD3:topography			
ICD3:C75.4	Carotid body	ICD3		Enumerated	String		ICD3:topography			
ICD3:C75.5	Aortic body and other paraganglia	ICD3		Enumerated	String		ICD3:topography			
ICD3:C75.8	Overlapping lesion of endocrine glands and related structures	ICD3		Enumerated	String		ICD3:topography			
ICD3:C75.9	Endocrine gland, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C76	OTHER AND ILL-DEFINED SITES	ICD3		Enumerated	String		ICD3:topography			
ICD3:C76.0	Head, face or neck, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C76.1	Thorax, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C76.2	Abdomen, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C76.3	Pelvis, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C76.4	Upper limb, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C76.5	Lower limb, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C76.7	Other ill-defined sites	ICD3		Enumerated	String		ICD3:topography			
ICD3:C76.8	Overlapping lesion of ill-defined sites	ICD3		Enumerated	String		ICD3:topography			
ICD3:C77	LYMPH NODES	ICD3		Enumerated	String		ICD3:topography			
ICD3:C77.0	Lymph nodes of head, face and neck	ICD3		Enumerated	String		ICD3:topography			
ICD3:C77.1	Intrathoracic lymph nodes	ICD3		Enumerated	String		ICD3:topography			
ICD3:C77.2	Intra-abdominal lymph nodes	ICD3		Enumerated	String		ICD3:topography			
ICD3:C77.3	Lymph nodes of axilla or arm	ICD3		Enumerated	String		ICD3:topography			
ICD3:C77.4	Lymph nodes of inguinal region or leg	ICD3		Enumerated	String		ICD3:topography			
ICD3:C77.5	Pelvic lymph nodes	ICD3		Enumerated	String		ICD3:topography			
ICD3:C77.8	Lymph nodes of multiple regions	ICD3		Enumerated	String		ICD3:topography			
ICD3:C77.9	Lymph node, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C80	UNKNOWN PRIMARY SITE	ICD3		Enumerated	String		ICD3:topography			
ICD3:C80.9	Unknown primary site	ICD3		Enumerated	String		ICD3:topography			
ICD3:8000/0	Neoplasm, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8000/1	Neoplasm, uncertain whether benign or malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8000/3	Neoplasm, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8000/6	Neoplasm, metastatic	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8000/9	Neoplasm, malignant, uncertain whether primary or metastatic	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8001/0	Tumor cells, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8001/1	Tumor cells, uncertain whether benign or malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8001/3	Tumor cells, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8002/3	Malignant tumor, small cell type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8003/3	Malignant tumor, giant cell type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8004/3	Malignant tumor, spindle cell type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8005/0	Clear cell tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8005/3	Malignant tumor, clear cell type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8010/0	Epithelial tumor, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8010/2	Carcinoma in situ, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8010/3	Carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8010/6	Carcinoma, metastatic, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8010/9	Carcinomatosis	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8011/0	Epithelioma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8011/3	Epithelioma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8012/3	Large cell carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8013/3	Large cell neuroendocrine carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8014/3	Large cell carcinoma with rhabdoid phenotype	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8015/3	Glassy cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8020/3	Carcinoma, undifferentiated, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8021/3	Carcinoma, anaplastic, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8022/3	Pleomorphic carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8030/3	Giant cell and spindle cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8031/3	Giant cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8032/3	Spindle cell carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8033/3	Pseudosarcomatous carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8034/3	Polygonal cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8035/3	Carcinoma with osteoclast-like giant cells	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8040/0	Tumorlet, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8040/1	Tumorlet, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8041/3	Small cell carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8042/3	Oat cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8043/3	Small cell carcinoma, fusiform cell	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8044/3	Small cell carcinoma, intermediate cell	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8045/3	Combined small cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8046/3	Non-small cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8050/0	Papilloma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8050/2	Papillary carcinoma in situ	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8050/3	Papillary carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8051/0	Verrucous papilloma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8051/3	Verrucous carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8052/0	Squamous cell papilloma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8052/2	Papillary squamous cell carcinoma,  non-invasive	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8052/3	Papillary squamous cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8053/0	Squamous cell papilloma, inverted	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8060/0	Squamous papillomatosis	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8070/2	Squamous cell carcinoma in situ, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8070/3	Squamous cell carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8070/6	Squamous cell carcinoma, metastatic, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8071/3	Squamous cell carcinoma, keratinizing, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8072/3	Squamous cell carcinoma, large cell, nonkeratinizing, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8073/3	Squamous cell carcinoma, small cell, nonkeratinizing	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8074/3	Squamous cell carcinoma, spindle cell	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8075/3	Squamous cell carcinoma, adenoid	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8076/2	Squamous cell carcinoma in situ with questionable stromal invasion	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8076/3	Squamous cell carcinoma, microinvasive	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8077/2	Squamous intraepithelial neoplasia, grade III	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8078/3	Squamous cell carcinoma with horn formation	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8080/2	Queyrat erythroplasia	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8081/2	Bowen disease	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8082/3	Lymphoepithelial carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8083/3	Basaloid squamous cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8084/3	Squamous cell carcinoma, clear cell type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8090/1	Basal cell tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8090/3	Basal cell carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8091/3	Multifocal superficial basal cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8092/3	Infiltrating basal cell carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8093/3	Basal cell carcinoma, fibroepithelial	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8094/3	Basosquamous carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8095/3	Metatypical carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8096/0	Intraepidermal epithelioma of Jadassohn	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8097/3	Basal cell carcinoma, nodular	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8098/3	Adenoid basal carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8100/0	Trichoepithelioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8101/0	Trichofolliculoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8102/0	Trichilemmoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8102/3	Trichilemmocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8103/0	Pilar tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8110/0	Pilomatrixoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8110/3	Pilomatrix carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8120/0	Transitional cell papilloma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8120/1	Urothelial papilloma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8120/2	Transitional cell carcinoma in situ	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8120/3	Transitional cell carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8121/0	Schneiderian papilloma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8121/1	Transitional cell papilloma, inverted, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8121/3	Schneiderian carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8122/3	Transitional cell carcinoma, spindle cell	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8123/3	Basaloid carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8124/3	Cloacogenic carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8130/1	Papillary transitional cell neoplasm of low malignant potential	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8130/2	Papillary transitional cell carcinoma,  non-invasive	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8130/3	Papillary transitional cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8131/3	Transitional cell carcinoma, micropapillary	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8140/0	Adenoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8140/1	Atypical adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8140/2	Adenocarcinoma in situ, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8140/3	Adenocarcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8140/6	Adenocarcinoma, metastatic, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8141/3	Scirrhous adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8142/3	Linitis plastica	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8143/3	Superficial spreading adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8144/3	Adenocarcinoma, intestinal type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8145/3	Carcinoma, diffuse type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8146/0	Monomorphic adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8147/0	Basal cell adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8147/3	Basal cell adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8148/2	Glandular intraepithelial neoplasia, grade III	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8149/0	Canalicular adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8150/0	Islet cell adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8150/1	Islet cell tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8150/3	Islet cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8151/0	Insulinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8151/3	Insulinoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8152/1	Glucagonoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8152/3	Glucagonoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8153/1	Gastrinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8153/3	Gastrinoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8154/3	Mixed islet cell and exocrine adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8155/1	Vipoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8155/3	Vipoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8156/1	Somatostatinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8156/3	Somatostatinoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8157/1	Enteroglucagonoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8157/3	Enteroglucagonoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8160/0	Bile duct adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8160/3	Cholangiocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8161/0	Bile duct cystadenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8161/3	Bile duct cystadenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8162/3	Klatskin tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8170/0	Liver cell adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8170/3	Hepatocellular carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8171/3	Hepatocellular carcinoma, fibrolamellar	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8172/3	Hepatocellular carcinoma, scirrhous	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8173/3	Hepatocellular carcinoma, spindle cell variant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8174/3	Hepatocellular carcinoma, clear cell type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8175/3	Hepatocellular carcinoma, pleomorphic type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8180/3	Combined hepatocellular carcinoma and cholangiocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8190/0	Trabecular adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8190/3	Trabecular adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8191/0	Embryonal adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8200/0	Eccrine dermal cylindroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8200/3	Adenoid cystic carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8201/2	Cribriform carcinoma in situ	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8201/3	Cribriform carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8202/0	Microcystic adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8204/0	Lactating adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8210/0	Adenomatous polyp, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8210/2	Adenocarcinoma in situ in adenomatous polyp	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8210/3	Adenocarcinoma in adenomatous polyp	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8211/0	Tubular adenoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8211/3	Tubular adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8212/0	Flat adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8213/0	Serrated adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8214/3	Parietal cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8215/3	Adenocarcinoma of anal glands	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8220/0	Adenomatous polyposis coli	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8220/3	Adenocarcinoma in adenomatous polyposis coli	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8221/0	Multiple adenomatous polyps	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8221/3	Adenocarcinoma in multiple adenomatous polyps	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8230/2	Ductal carcinoma in situ, solid type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8230/3	Solid carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8231/3	Carcinoma simplex	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8240/1	Carcinoid tumor of uncertain malignant potential	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8240/3	Carcinoid tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8241/3	Enterochromaffin cell carcinoid	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8242/1	Enterochromaffin-like cell carcinoid, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8242/3	Enterochromaffin-like cell tumor, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8243/3	Goblet cell carcinoid	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8244/3	Composite carcinoid	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8245/1	Tubular carcinoid	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8245/3	Adenocarcinoid tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8246/3	Neuroendocrine carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8247/3	Merkel cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8248/1	Apudoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8249/3	Atypical carcinoid tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8250/1	Pulmonary adenomatosis	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8250/3	Bronchiolo-alveolar adenocarcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8251/0	Alveolar adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8251/3	Alveolar adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8252/3	Bronchiolo-alveolar carcinoma, non- mucinous	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8253/3	Bronchiolo-alveolar carcinoma, mucinous	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8254/3	Bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8255/3	Adenocarcinoma with mixed subtypes	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8260/0	Papillary adenoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8260/3	Papillary adenocarcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8261/0	Villous adenoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8261/2	Adenocarcinoma in situ in villous adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8261/3	Adenocarcinoma in villous adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8262/3	Villous adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8263/0	Tubulovillous adenoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8263/2	Adenocarcinoma in situ in tubulovillous adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8263/3	Adenocarcinoma in tubulovillous adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8264/0	Papillomatosis, glandular	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8270/0	Chromophobe adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8270/3	Chromophobe carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8271/0	Prolactinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8272/0	Pituitary adenoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8272/3	Pituitary carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8280/0	Acidophil adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8280/3	Acidophil carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8281/0	Mixed acidophil-basophil adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8281/3	Mixed acidophil-basophil carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8290/0	Oxyphilic adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8290/3	Oxyphilic adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8300/0	Basophil adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8300/3	Basophil carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8310/0	Clear cell adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8310/3	Clear cell adenocarcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8311/1	Hypernephroid tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8312/3	Renal cell carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8313/0	Clear cell adenofibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8313/1	Clear cell adenofibroma of borderline malignancy	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8313/3	Clear cell adenocarcinofibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8314/3	Lipid-rich carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8315/3	Glycogen-rich carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8316/3	Cyst-associated renal cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8317/3	Renal cell carcinoma, chromophobe type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8318/3	Renal cell carcinoma, sarcomatoid	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8319/3	Collecting duct carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8320/3	Granular cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8321/0	Chief cell adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8322/0	Water-clear cell adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8322/3	Water-clear cell adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8323/0	Mixed cell adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8323/3	Mixed cell adenocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8324/0	Lipoadenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8325/0	Metanephric adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8330/0	Follicular adenoma	ICD3		Enumerated	String		ICD3:morphology			
